pinyin,characters,num_characters
bo,"[""㗘"", ""㝿"", ""㞈"", ""㟑"", ""㩧"", ""㩭"", ""㪍"", ""㬍"", ""㬧"", ""㴾"", ""㶿"", ""㹀"", ""㼎"", ""㼟"", ""㼣"", ""䂍"", ""䃗"", ""䊿"", ""䌟"", ""䍸"", ""䑈"", ""䗚"", ""䙏"", ""䝛"", ""䞳"", ""䟛"", ""䢌"", ""䢪"", ""䥬"", ""䪇"", ""䪬"", ""䬪"", ""䭦"", ""䭯"", ""䮀"", ""䯋"", ""䰊"", ""䳁"", ""䵗"", ""䶈"", ""亳"", ""仢"", ""伯"", ""侼"", ""僠"", ""僰"", ""剝"", ""剥"", ""勃"", ""博"", ""卜"", ""哱"", ""啵"", ""嚗"", ""孹"", ""嶓"", ""帗"", ""帛"", ""愽"", ""懪"", ""拨"", ""挬"", ""搏"", ""撥"", ""播"", ""檗"", ""欂"", ""波"", ""浡"", ""淿"", ""渤"", ""溊"", ""煿"", ""牔"", ""犦"", ""犻"", ""狛"", ""猼"", ""玻"", ""瓝"", ""瓟"", ""癶"", ""癷"", ""盋"", ""砵"", ""碆"", ""礡"", ""礴"", ""秡"", ""箔"", ""箥"", ""簙"", ""簸"", ""糪"", ""紴"", ""缽"", ""肑"", ""胉"", ""脖"", ""膊"", ""舶"", ""艊"", ""苩"", ""菠"", ""萡"", ""葧"", ""蔔"", ""蘗"", ""袚"", ""袯"", ""袰"", ""袹"", ""襏"", ""襮"", ""譒"", ""豰"", ""跛"", ""踣"", ""蹳"", ""郣"", ""鈸"", ""鉑"", ""鉢"", ""鋍"", ""鎛"", ""鑮"", ""钵"", ""钹"", ""铂"", ""镈"", ""餑"", ""餺"", ""饽"", ""馎"", ""馛"", ""馞"", ""駁"", ""駮"", ""驋"", ""驳"", ""髆"", ""髉"", ""鮁"", ""鱍"", ""鵓"", ""鹁"", ""𠧛"", ""𠮭"", ""𠱀"", ""𠴸"", ""𠷺"", ""𠸳"", ""𠺣"", ""𡀖"", ""𡅂"", ""𡋯"", ""𡯳"", ""𡯷"", ""𢂍"", ""𢐾"", ""𢠺"", ""𢣞"", ""𢩞"", ""𢫯"", ""𢺽"", ""𣋵"", ""𣛓"", ""𣧧"", ""𣭷"", ""𣽡"", ""𤃵"", ""𤒔"", ""𤗳"", ""𤗺"", ""𤚽"", ""𤜧"", ""𤶋"", ""𤾝"", ""𤿑"", ""𥜖"", ""𥭖"", ""𥮯"", ""𥴮"", ""𥸥"", ""𥹸"", ""𦃙"", ""𦈞"", ""𦋉"", ""𦤚"", ""𦤣"", ""𦯉"", ""𦰬"", ""𦲱"", ""𦼭"", ""𦽮"", ""𧇚"", ""𧙄"", ""𧟱"", ""𧲯"", ""𨈩"", ""𨍭"", ""𨏫"", ""𨨏"", ""𨭂"", ""𩃶"", ""𩄿"", ""𩈔"", ""𩌏"", ""𩍿"", ""𩏯"", ""𩓐"", ""𩗀"", ""𩗒"", ""𩗓"", ""𩙦"", ""𩜥"", ""𩟕"", ""𩣡"", ""𩧯"", ""𩬸"", ""𩯌"", ""𩱚"", ""𩷚"", ""𩽛"", ""𪌰"", ""𪍡"", ""𪓜"", ""𪙍"", ""𪚷"", ""𬭛""]",230
bong,"[""𱿅""]",1
bu,"[""㘵"", ""㙛"", ""㚴"", ""㨐"", ""㳍"", ""㻉"", ""㾟"", ""䀯"", ""䊇"", ""䋠"", ""䍌"", ""䏽"", ""䑰"", ""䒀"", ""䝵"", ""䪁"", ""䪔"", ""䬏"", ""䴺"", ""不"", ""佈"", ""勏"", ""卟"", ""吥"", ""咘"", ""哺"", ""喸"", ""埗"", ""埠"", ""峬"", ""布"", ""庯"", ""廍"", ""怖"", ""悑"", ""抪"", ""捕"", ""捗"", ""晡"", ""柨"", ""步"", ""歨"", ""歩"", ""瓿"", ""篰"", ""簿"", ""荹"", ""蔀"", ""补"", ""補"", ""誧"", ""踄"", ""轐"", ""逋"", ""部"", ""郶"", ""醭"", ""鈈"", ""鈽"", ""钚"", ""钸"", ""餔"", ""餢"", ""鳪"", ""鵏"", ""鸔"", ""鿻"", ""𠘁"", ""𠚉"", ""𠜙"", ""𡡐"", ""𢁻"", ""𢇴"", ""𣱶"", ""𤚵"", ""𤣰"", ""𤸵"", ""𥃨"", ""𥑢"", ""𥣌"", ""𥪀"", ""𥳖"", ""𥹴"", ""𥻞"", ""𧉩"", ""𧻷"", ""𨋞"", ""𨛒"", ""𨴪"", ""𩅇"", ""𩊬"", ""𩊶"", ""𩏮"", ""𩏵"", ""𩢕"", ""𩣝"", ""𩯏"", ""𩶉"", ""𩷖"", ""𩺼"", ""𩻗"", ""𪇰"", ""𫐓"", ""𫗦"", ""𬷕""]",105
ca,"[""䃰"", ""䌨"", ""䵽"", ""嚓"", ""囃"", ""擦"", ""攃"", ""礤"", ""礸"", ""遪"", ""𤄖"", ""𥗭"", ""𥩝"", ""𨆾"", ""𨺭"", ""𪊗""]",16
cai,"[""㒲"", ""㥒"", ""䌽"", ""䐆"", ""䞗"", ""䟀"", ""䠕"", ""䣋"", ""䰂"", ""䴭"", ""倸"", ""偲"", ""啋"", ""埰"", ""婇"", ""寀"", ""彩"", ""才"", ""採"", ""材"", ""棌"", ""毝"", ""猜"", ""睬"", ""綵"", ""縩"", ""纔"", ""菜"", ""蔡"", ""裁"", ""財"", ""财"", ""跴"", ""踩"", ""采"", ""𡣮"", ""𢎂"", ""𤁱"", ""𤚀"", ""𤝭"", ""𤟖"", ""𤷕"", ""𦬁"", ""𧀊"", ""𧵤"", ""𨙴"", ""𨯓"", ""𩁞"", ""𩧇"", ""𪇭"", ""𮉯""]",51
can,"[""㛑"", ""㜗"", ""㣓"", ""㥇"", ""㦧"", ""㨻"", ""㱚"", ""㻮"", ""㽩"", ""㿊"", ""䅟"", ""䉔"", ""䏼"", ""䗝"", ""䗞"", ""䘉"", ""䙁"", ""䛹"", ""䝳"", ""䟃"", ""䣟"", ""䱗"", ""䳻"", ""傪"", ""儏"", ""参"", ""參"", ""叄"", ""叅"", ""喰"", ""嬠"", ""孱"", ""惨"", ""惭"", ""慘"", ""慙"", ""慚"", ""憯"", ""掺"", ""摻"", ""朁"", ""残"", ""殘"", ""湌"", ""澯"", ""灿"", ""燦"", ""爘"", ""璨"", ""穇"", ""篸"", ""粲"", ""薒"", ""蚕"", ""蝅"", ""蠶"", ""蠺"", ""謲"", ""飡"", ""餐"", ""驂"", ""骖"", ""黪"", ""黲"", """", ""𠠋"", ""𠡡"", ""𠫭"", ""𡆮"", ""𡛝"", ""𢦸"", ""𢧮"", ""𢾃"", ""𣦼"", ""𣶡"", ""𣻬"", ""𤅒"", ""𥂥"", ""𥠩"", ""𥢽"", ""𥮾"", ""𥹛"", ""𦪜"", ""𦪫"", ""𦺐"", ""𧅀"", ""𧓩"", ""𨅔"", ""𨞷"", ""𨲱"", ""𩀧"", ""𩈻"", ""𩈼"", ""𩝖"", ""𩟒"", ""𩯞"", ""𪆶"", ""𮬞""]",98
cang,"[""㵴"", ""㶓"", ""䅮"", ""䢢"", ""仓"", ""仺"", ""伧"", ""倉"", ""傖"", ""嵢"", ""欌"", ""沧"", ""滄"", ""濸"", ""獊"", ""舱"", ""艙"", ""苍"", ""蒼"", ""藏"", ""螥"", ""賶"", ""鑶"", ""鶬"", ""鸧"", ""𠥐"", ""𡽴"", ""𡾻"", ""𡿄"", ""𤚬"", ""𦾝"", ""𨤃"", ""𩀞"", ""𩕹"", ""𩝞"", ""𱮷""]",36
cao,"[""㜖"", ""㯥"", ""䄚"", ""䎭"", ""䏆"", ""䐬"", ""䒃"", ""䒑"", ""嘈"", ""嶆"", ""愺"", ""懆"", ""撡"", ""操"", ""曹"", ""曺"", ""槽"", ""漕"", ""糙"", ""肏"", ""艚"", ""艸"", ""艹"", ""草"", ""蓸"", ""螬"", ""褿"", ""襙"", ""鄵"", ""鏪"", ""騲"", ""𠀊"", ""𠹊"", ""𡮦"", ""𣈅"", ""𣉿"", ""𤒕"", ""𤡐"", ""𤵥"", ""𥕢"", ""𥲍"", ""𦋿"", ""𨎝"", ""𩞄"", ""𩠎"", ""𩫥""]",46
ce,"[""㥽"", ""㨲"", ""㩍"", ""䇲"", ""䈟"", ""䊂"", ""䔴"", ""侧"", ""側"", ""冊"", ""册"", ""厕"", ""厠"", ""墄"", ""廁"", ""恻"", ""惻"", ""憡"", ""拺"", ""敇"", ""测"", ""測"", ""畟"", ""笧"", ""策"", ""筞"", ""筴"", ""箣"", ""簎"", ""粣"", ""荝"", ""萗"", ""萴"", ""蓛"", ""𡍫"", ""𢿸"", ""𣌧"", ""𥠉"", ""𥬰"", ""𥰡"", ""𥳯"", ""𦔎"", ""𦣧"", ""𦵪"", ""𧵡"", ""𨶨"", ""𩒄"", ""𱲆""]",48
cei,"[""𤭢""]",1
cen,"[""㞥"", ""䅾"", ""䤁"", ""䨙"", ""䲋"", ""岑"", ""嵾"", ""梣"", ""涔"", ""笒"", ""𣡎"", ""𦊃"", ""𨁊"", ""𨥣"", ""𨱼"", ""𩅨"", ""𩅮"", ""𩻛""]",18
ceng,"[""㣒"", ""㬝"", ""䁬"", ""䉕"", ""噌"", ""层"", ""層"", ""嶒"", ""曽"", ""曾"", ""竲"", ""蹭"", ""驓"", ""𠟂"", ""𡃆"", ""𡪠"", ""𡾓"", ""𢅋"", ""𤛢"", ""𦠇"", ""𧲅""]",21
cha,"[""㛼"", ""㢉"", ""㢒"", ""㣾"", ""㤞"", ""㪯"", ""㫅"", ""㮑"", ""䁟"", ""䅊"", ""䒲"", ""䓭"", ""䕓"", ""䟕"", ""䡨"", ""䤩"", ""䶪"", ""侘"", ""偛"", ""叉"", ""嗏"", ""垞"", ""奼"", ""姹"", ""察"", ""岔"", ""嵖"", ""差"", ""扠"", ""挿"", ""插"", ""揷"", ""搽"", ""杈"", ""查"", ""槎"", ""檫"", ""汊"", ""猹"", ""疀"", ""碴"", ""秅"", ""紁"", ""肞"", ""臿"", ""艖"", ""茬"", ""茶"", ""衩"", ""詧"", ""詫"", ""诧"", ""蹅"", ""銟"", ""鍤"", ""鑔"", ""锸"", ""镲"", ""靫"", ""餷"", ""馇"", ""𠝞"", ""𠞊"", ""𠽹"", ""𡋨"", ""𡌚"", ""𡝐"", ""𡝙"", ""𡨀"", ""𡵌"", ""𢔣"", ""𢘹"", ""𢣼"", ""𢭅"", ""𣆗"", ""𣍏"", ""𣘤"", ""𣘻"", ""𣱱"", ""𤜫"", ""𤜯"", ""𤞠"", ""𤳅"", ""𤳵"", ""𤵾"", ""𤶠"", ""𥃀"", ""𥌀"", ""𥑥"", ""𥥸"", ""𥫢"", ""𥻗"", ""𦉆"", ""𦑈"", ""𦑣"", ""𦛝"", ""𦝥"", ""𦦘"", ""𦦜"", ""𦦱"", ""𦳘"", ""𧠈"", ""𧫗"", ""𧶵"", ""𨀸"", ""𨃓"", ""𨆇"", ""𨙳"", ""𨩨"", ""𨪺"", ""𨼑"", ""𩝟"", ""𩟔"", ""𩴳"", ""𪑂"", ""𪑨"", ""𪒼"", ""𪘾""]",118
chai,"[""㑪"", ""㳗"", ""㼮"", ""㾹"", ""䐤"", ""䓱"", ""䘍"", ""䜺"", ""侪"", ""儕"", ""喍"", ""囆"", ""拆"", ""柴"", ""犲"", ""瘥"", ""祡"", ""芆"", ""茝"", ""虿"", ""蠆"", ""袃"", ""訍"", ""豺"", ""釵"", ""钗"", ""齜"", ""𡟭"", ""𡺵"", ""𢹓"", ""𤞗"", ""𤠌"", ""𥐟"", ""𦐰"", ""𦑏"", ""𧀱"", ""𧒨"", ""𧔴"", ""𧕧"", ""𧪘"", ""𧸿"", ""𨌅"", ""𩑐"", ""𲊹""]",44
chan,"[""㙴"", ""㙻"", ""㚲"", ""㢆"", ""㢟"", ""㤐"", ""㦃"", ""㬄"", ""㯆"", ""㰫"", ""㶣"", ""㸥"", ""㹌"", ""㹽"", ""㺗"", ""㺥"", ""䀡"", ""䂁"", ""䊲"", ""䐮"", ""䑎"", ""䜛"", ""䠨"", ""䡲"", ""䣑"", ""䤘"", ""䤫"", ""䥀"", ""䧯"", ""䩶"", ""䪜"", ""䫮"", ""䱿"", ""䴼"", ""䵐"", ""丳"", ""产"", ""僝"", ""儃"", ""儳"", ""冁"", ""刬"", ""剗"", ""剷"", ""劖"", ""啴"", ""嘽"", ""嚵"", ""囅"", ""壥"", ""婵"", ""嬋"", ""嵼"", ""巉"", ""幝"", ""幨"", ""廛"", ""忏"", ""懴"", ""懺"", ""搀"", ""摌"", ""摲"", ""攙"", ""斺"", ""旵"", ""梴"", ""棎"", ""欃"", ""毚"", ""浐"", ""湹"", ""滻"", ""潹"", ""潺"", ""澶"", ""瀍"", ""瀺"", ""灛"", ""煘"", ""燀"", ""獑"", ""產"", ""産"", ""硟"", ""磛"", ""禅"", ""禪"", ""簅"", ""緾"", ""繟"", ""纏"", ""纒"", ""缠"", ""羼"", ""艬"", ""蒇"", ""蕆"", ""蝉"", ""蟬"", ""蟾"", ""裧"", ""襜"", ""覘"", ""觇"", ""誗"", ""諂"", ""譂"", ""讇"", ""讒"", ""谄"", ""谗"", ""躔"", ""辴"", ""辿"", ""鄽"", ""酁"", ""鉆"", ""鋋"", ""鋓"", ""鏟"", ""鑱"", ""铲"", ""镡"", ""镵"", ""閳"", ""闡"", ""阐"", ""韂"", ""顫"", ""颤"", ""饞"", ""馋"", ""骣"", ""𠁷"", ""𠋷"", ""𠐩"", ""𠑆"", ""𠑑"", ""𠑡"", ""𠣄"", ""𠹖"", ""𡍌"", ""𡎻"", ""𡖞"", ""𡖤"", ""𡝫"", ""𡮿"", ""𡶴"", ""𢁧"", ""𢌚"", ""𢥋"", ""𢱟"", ""𢷹"", ""𢺟"", ""𢽝"", ""𣃘"", ""𣔵"", ""𣤱"", ""𤗻"", ""𤚍"", ""𤪮"", ""𤮭"", ""𤯥"", ""𤴿"", ""𤸦"", ""𤼋"", ""𥊓"", ""𥭔"", ""𦆀"", ""𦈎"", ""𦝟"", ""𦢙"", ""𦸰"", ""𧈪"", ""𧐲"", ""𧓋"", ""𧕃"", ""𧠛"", ""𧥓"", ""𧨗"", ""𧬦"", ""𧴃"", ""𧾡"", ""𨄉"", ""𨇝"", ""𨇦"", ""𨊝"", ""𨔢"", ""𨩪"", ""𨪑"", ""𨬖"", ""𨮻"", ""𨲵"", ""𨳂"", ""𨵍"", ""𨷭"", ""𨼒"", ""𨽊"", ""𩖌"", ""𩝚"", ""𩟶"", ""𩥮"", ""𩮏"", ""𩽝"", ""𪏁"", ""𪏂"", ""𪏋"", ""𪏦"", ""𪓄"", ""𪖎"", ""𪗂"", ""𪙞"", ""𪚃"", ""𬊤"", ""𬳲"", ""𮣴"", ""𱐙"", ""𱟫""]",219
chang,"[""㙊"", ""㦂"", ""㫤"", ""䅛"", ""䗅"", ""䗉"", ""䠆"", ""䩨"", ""䮖"", ""䯴"", ""䱽"", ""仧"", ""仩"", ""伥"", ""倀"", ""倡"", ""偿"", ""僘"", ""償"", ""兏"", ""厂"", ""厰"", ""唱"", ""嘗"", ""嚐"", ""场"", ""場"", ""塲"", ""娼"", ""嫦"", ""尝"", ""常"", ""廠"", ""徜"", ""怅"", ""悵"", ""惝"", ""敞"", ""昌"", ""昶"", ""晿"", ""暢"", ""椙"", ""氅"", ""淐"", ""焻"", ""猖"", ""玚"", ""琩"", ""瑒"", ""瑺"", ""瓺"", ""甞"", ""畅"", ""畼"", ""肠"", ""腸"", ""膓"", ""苌"", ""菖"", ""萇"", ""蟐"", ""裮"", ""誯"", ""鋹"", ""鋿"", ""錩"", ""鏛"", ""锠"", ""镸"", ""閶"", ""阊"", ""韔"", ""鬯"", ""鯧"", ""鱨"", ""鲳"", ""鲿"", ""鼚"", ""𠙁"", ""𠚊"", ""𡭿"", ""𢁝"", ""𢗺"", ""𢢌"", ""𤢄"", ""𤽣"", ""𤿼"", ""𥇔"", ""𥋤"", ""𥗊"", ""𥟚"", ""𥠴"", ""𥫅"", ""𦰱"", ""𦼳"", ""𧀄"", ""𨣛"", ""𨱮"", ""𨷇"", ""𩲹"", ""𪁺"", ""𪂇"", ""𪄹"", ""𪉨"", ""𬬮"", ""𮧴"", ""𱴐""]",108
chao,"[""㶤"", ""㷅"", ""䎐"", ""䏚"", ""䜈"", ""䫸"", ""䫿"", ""䰫"", ""仦"", ""仯"", ""勦"", ""吵"", ""嘲"", ""巐"", ""巢"", ""巣"", ""弨"", ""怊"", ""抄"", ""晁"", ""朝"", ""樔"", ""欩"", ""漅"", ""潮"", ""炒"", ""焣"", ""焯"", ""煼"", ""牊"", ""眧"", ""窲"", ""罺"", ""耖"", ""觘"", ""訬"", ""謿"", ""超"", ""轈"", ""鄛"", ""鈔"", ""钞"", ""麨"", ""鼂"", ""鼌"", ""𠰉"", ""𡏮"", ""𡡊"", ""𡯴"", ""𡻝"", ""𡼼"", ""𢁾"", ""𣰩"", ""𤙴"", ""𤰬"", ""𥕘"", ""𥲀"", ""𥿷"", ""𦙧"", ""𦨖"", ""𦸛"", ""𦾱"", ""𧧠"", ""𨄓"", ""𨌬"", ""𨗡"", ""𨢪"", ""𨨚"", ""𨴡"", ""𩈎"", ""𩖥"", ""𩱈"", ""𩱦"", ""𪍈"", ""𪍑"", ""𪎊""]",76
che,"[""㒤"", ""㔭"", ""㤴"", ""㥉"", ""㨋"", ""㬚"", ""㳧"", ""㵔"", ""㾝"", ""㿭"", ""䁤"", ""䋲"", ""䒆"", ""䚢"", ""䛸"", ""䜠"", ""䞣"", ""䧪"", ""䰩"", ""伡"", ""俥"", ""偖"", ""勶"", ""唓"", ""坼"", ""屮"", ""彻"", ""徹"", ""扯"", ""掣"", ""撤"", ""撦"", ""澈"", ""烢"", ""爡"", ""瞮"", ""砗"", ""硨"", ""硩"", ""聅"", ""莗"", ""蛼"", ""車"", ""车"", ""迠"", ""頙"", ""𡷖"", ""𢇛"", ""𢊏"", ""𣨊"", ""𤊿"", ""𤕛"", ""𤖷"", ""𤗙"", ""𤥭"", ""𤹞"", ""𥯥"", ""𥿊"", ""𦈈"", ""𦓍"", ""𦛖"", ""𧙝"", ""𧼳"", ""𨀠"", ""𨹡"", ""𩂻"", ""𩎚"", ""𩒷"", ""𩗙"", ""𩴟"", ""𪎺"", ""𪠳"", ""𱰗""]",73
chen,"[""㕴"", ""㥲"", ""㧱"", ""㫳"", ""㴴"", ""㽸"", ""䀼"", ""䆣"", ""䐜"", ""䑣"", ""䒞"", ""䜟"", ""䞋"", ""䟢"", ""䠳"", ""䢅"", ""䢈"", ""䢻"", ""䣅"", ""䤟"", ""䫈"", ""䫖"", ""儭"", ""嗔"", ""嚫"", ""塵"", ""墋"", ""夦"", ""宸"", ""尘"", ""忱"", ""愖"", ""抻"", ""捵"", ""揨"", ""敐"", ""晨"", ""曟"", ""榇"", ""樄"", ""櫬"", ""沉"", ""煁"", ""琛"", ""疢"", ""瘎"", ""瞋"", ""硶"", ""碜"", ""磣"", ""綝"", ""縝"", ""臣"", ""茞"", ""莀"", ""莐"", ""蔯"", ""薼"", ""螴"", ""衬"", ""襯"", ""訦"", ""諃"", ""諶"", ""謓"", ""讖"", ""谌"", ""谶"", ""賝"", ""贂"", ""趁"", ""趂"", ""趻"", ""踸"", ""軙"", ""辰"", ""迧"", ""郴"", ""醦"", ""鈂"", ""鍖"", ""陈"", ""陳"", ""霃"", ""鷐"", ""麎"", ""齓"", ""齔"", ""龀"", ""𠋆"", ""𢆺"", ""𢎕"", ""𣀍"", ""𣞟"", ""𤘣"", ""𤝚"", ""𤟸"", ""𤡳"", ""𤹛"", ""𥉜"", ""𥔪"", ""𥗒"", ""𥞁"", ""𥫹"", ""𦁄"", ""𦁟"", ""𧆂"", ""𧡬"", ""𧨡"", ""𧭼"", ""𧿒"", ""𨑌"", ""𨣔"", ""𨻖"", ""𨼌"", ""𨼐"", ""𨼤"", ""𩅌"", ""𩇖"", ""𪁏"", ""𮭦""]",121
cheng,"[""㐼"", ""㓌"", ""㛵"", ""㞼"", ""㲂"", ""㼩"", ""䁎"", ""䄇"", ""䆑"", ""䆵"", ""䇸"", ""䕝"", ""䗀"", ""䚘"", ""䞓"", ""䟓"", ""䟫"", ""䧕"", ""䫆"", ""䮪"", ""丞"", ""乗"", ""乘"", ""侱"", ""偁"", ""僜"", ""呈"", ""城"", ""埕"", ""堘"", ""塍"", ""塖"", ""娍"", ""宬"", ""峸"", ""庱"", ""徎"", ""悜"", ""惩"", ""憆"", ""憕"", ""懲"", ""成"", ""承"", ""挰"", ""掁"", ""摚"", ""撐"", ""撑"", ""晟"", ""朾"", ""枨"", ""柽"", ""棖"", ""棦"", ""椉"", ""橕"", ""橙"", ""檉"", ""檙"", ""泟"", ""洆"", ""浾"", ""溗"", ""澂"", ""澄"", ""瀓"", ""爯"", ""牚"", ""珵"", ""珹"", ""琤"", ""畻"", ""睈"", ""瞠"", ""碀"", ""秤"", ""称"", ""程"", ""稱"", ""穪"", ""窚"", ""竀"", ""筬"", ""絾"", ""緽"", ""罉"", ""脀"", ""脭"", ""荿"", ""蛏"", ""蟶"", ""裎"", ""誠"", ""诚"", ""赪"", ""赬"", ""逞"", ""郕"", ""酲"", ""鋮"", ""鏳"", ""鏿"", ""鐣"", ""铖"", ""阷"", ""靗"", ""頳"", ""饓"", ""騁"", ""騬"", ""骋"", ""鯎"", ""𠏧"", ""𠕠"", ""𠳽"", ""𡝚"", ""𡤿"", ""𡽊"", ""𢐞"", ""𢔤"", ""𢜻"", ""𢜼"", ""𢟊"", ""𢻓"", ""𢾊"", ""𢿦"", ""𢿧"", ""𣀏"", ""𣥺"", ""𣥻"", ""𤆁"", ""𤕀"", ""𤗓"", ""𤿣"", ""𥢲"", ""𥥱"", ""𦓬"", ""𦦢"", ""𧡈"", ""𧯒"", ""𧶔"", ""𧶸"", ""𧷒"", ""𧹓"", ""𨁎"", ""𨅝"", ""𨌤"", ""𨞐"", ""𨭃"", ""𨹚"", ""𩁷"", ""𩙆"", ""𩛦"", ""𩞦"", ""𩠏"", ""𩤙"", ""𩨆"", ""𩫹"", ""𩯎"", ""𪁋"", ""𬲜"", ""𱖷"", ""𱴇""]",164
chi,"[""㒆"", ""㓼"", ""㔑"", ""㘜"", ""㙜"", ""㞴"", ""㞿"", ""㡿"", ""㢁"", ""㢋"", ""㢮"", ""㥡"", ""㮛"", ""㰞"", ""㱀"", ""㶴"", ""㷰"", ""㺈"", ""㽚"", ""䀸"", ""䇪"", ""䊼"", ""䑛"", ""䙙"", ""䜄"", ""䜉"", ""䜵"", ""䜻"", ""䞾"", ""䟷"", ""䠠"", ""䤲"", ""䧝"", ""䪧"", ""䮈"", ""䮻"", ""䰡"", ""䳵"", ""䶔"", ""䶵"", ""侈"", ""侙"", ""傺"", ""勅"", ""勑"", ""卶"", ""叱"", ""叺"", ""吃"", ""呎"", ""哧"", ""啻"", ""喫"", ""嗤"", ""噄"", ""坻"", ""垑"", ""墀"", ""妛"", ""媸"", ""尺"", ""岻"", ""弛"", ""彨"", ""彲"", ""彳"", ""恜"", ""恥"", ""慗"", ""憏"", ""懘"", ""抶"", ""持"", ""摛"", ""攡"", ""敕"", ""斥"", ""杘"", ""欼"", ""歭"", ""歯"", ""池"", ""湁"", ""漦"", ""灻"", ""炽"", ""烾"", ""熾"", ""瓻"", ""痓"", ""痴"", ""痸"", ""瘈"", ""瘛"", ""癡"", ""眵"", ""瞝"", ""硳"", ""竾"", ""笞"", ""筂"", ""箎"", ""篪"", ""粚"", ""絺"", ""翄"", ""翅"", ""翤"", ""翨"", ""耻"", ""肔"", ""胣"", ""胵"", ""腟"", ""茌"", ""荎"", ""蚇"", ""蚩"", ""蚳"", ""螭"", ""袲"", ""袳"", ""裭"", ""褫"", ""訵"", ""誺"", ""謘"", ""貾"", ""赤"", ""赿"", ""趍"", ""趩"", ""跮"", ""踟"", ""迟"", ""遅"", ""遟"", ""遫"", ""遲"", ""鉓"", ""鉹"", ""銐"", ""雴"", ""飭"", ""饎"", ""饬"", ""馳"", ""驰"", ""魑"", ""鴟"", ""鵄"", ""鶒"", ""鷘"", ""鸱"", ""麶"", ""黐"", ""齒"", ""齝"", ""齿"", ""𠛔"", ""𠝨"", ""𠞩"", ""𠧚"", ""𠧵"", ""𠭋"", ""𠮟"", ""𠻟"", ""𡂙"", ""𡉪"", ""𡌞"", ""𡎍"", ""𡖳"", ""𡚨"", ""𡣀"", ""𡳭"", ""𡼁"", ""𢂝"", ""𢇕"", ""𢓎"", ""𢔊"", ""𢜳"", ""𢨒"", ""𣉄"", ""𣐃"", ""𣙰"", ""𣚩"", ""𣣷"", ""𣤩"", ""𣲋"", ""𣹡"", ""𤆍"", ""𤈔"", ""𤟆"", ""𤡏"", ""𤡢"", ""𤰠"", ""𤵬"", ""𤸪"", ""𥄇"", ""𥚚"", ""𥛚"", ""𥭘"", ""𥱻"", ""𦂋"", ""𦆤"", ""𦎚"", ""𦏿"", ""𦐁"", ""𦐉"", ""𦑡"", ""𦔫"", ""𦘪"", ""𦙆"", ""𦞲"", ""𦤸"", ""𦥊"", ""𦱰"", ""𦳚"", ""𦵟"", ""𧀤"", ""𧉀"", ""𧋗"", ""𧎨"", ""𧛧"", ""𧛺"", ""𧤍"", ""𧩚"", ""𧩴"", ""𧩼"", ""𧪡"", ""𧭟"", ""𧰲"", ""𧴁"", ""𧺏"", ""𧺠"", ""𧺧"", ""𧺿"", ""𧼪"", ""𨂰"", ""𨑠"", ""𨒬"", ""𨔤"", ""𨖎"", ""𨘾"", ""𨧳"", ""𨨬"", ""𨨲"", ""𨾛"", ""𩒐"", ""𩚉"", ""𩤖"", ""𩥲"", ""𩳲"", ""𩶅"", ""𩷧"", ""𩾕"", ""𩿪"", ""𪀦"", ""𪅍"", ""𪅙"", ""𪆵"", ""𪉄"", ""𪉅"", ""𪉗"", ""𪌫"", ""𪌹"", ""𪏐"", ""𫄨"", ""𫛶"", ""𲎅""]",270
chong,"[""㓽"", ""㤝"", ""㧤"", ""㮔"", ""㳘"", ""㹐"", ""䂌"", ""䆔"", ""䆹"", ""䌬"", ""䖝"", ""䘪"", ""䝑"", ""䡴"", ""䳯"", ""充"", ""冲"", ""嘃"", ""埫"", ""宠"", ""寵"", ""崇"", ""崈"", ""徸"", ""忡"", ""憃"", ""憧"", ""揰"", ""摏"", ""沖"", ""浺"", ""爞"", ""珫"", ""緟"", ""罿"", ""翀"", ""舂"", ""艟"", ""茺"", ""虫"", ""蝩"", ""蟲"", ""衝"", ""褈"", ""蹖"", ""銃"", ""铳"", ""隀"", ""𠑙"", ""𠖥"", ""𠝤"", ""𠟍"", ""𡿂"", ""𢖄"", ""𢛒"", ""𢝈"", ""𢡹"", ""𢥞"", ""𣐯"", ""𣑁"", ""𥁵"", ""𥅻"", ""𥫯"", ""𥬱"", ""𥭥"", ""𦑝"", ""𦟛"", ""𧐍"", ""𧘂"", ""𧝎"", ""𧩃"", ""𧼙"", ""𧼩"", ""𨈮"", ""𨖼"", ""𨛱"", ""𨤩"", ""𨳁"", ""𨿿"", ""𩌨"", ""𩒘"", ""𩜖"", ""𩞉"", ""𩞋"", ""𩥫"", ""𩩳"", ""𩬤"", ""𩰀"", ""𪄻"", ""𪅈"", ""𪅖"", ""𪎽"", ""𪒒"", ""𱖧""]",94
