Question_ZH-PY,A_ZH-PY,B_ZH-PY,C_ZH-PY,D_ZH-PY,Answer_ZH-PY,Subject_ZH-PY,Subcategory_ZH-PY
zui gao fa yuan shi yong xuan ze xing he bing yuan ze lai,xian zhi bei gao zai zhou fa yuan ti qi de shang su shu liang,kuo da shao shu zu yi he fu nv de tou piao quan,jiang 《 quan li fa an 》 de da duo shu bao hu cuo shi ying yong yu zhou fa lv,jia su zheng he gong li xue xiao,C,high_school_government_and_politics,politics
zi leng zhan jie shu yi lai ， xi fang da guo shi yong qiang zhi wai jiao de fang shi fa sheng le zen yang de bian hua ？,shi shi zheng ming ， qiang zhi wai jiao shi yi zhong cheng gong de zheng ce gong ju ， shi guan li chong tu bu ke huo que de gong ju 。9/11  zhi hou mei guo guo qu zheng ce ju cuo de cheng gong zeng qiang le mei guo zai shi bai guo jia da ji da gui mo shang wang kong bu zhu yi de zheng zhi yi yuan ， cong er qiang hua le qiang zhi wai jiao de qu shi 。,you li de di yuan zheng zhi huan jing ， yi xi fang ya dao xing de jun shi you shi he di dui da guo gan yu de di feng xian wei te zheng ， wei xi fang zheng ce zhi ding zhe tui dong qi zheng ce yi cheng he guan li lai zi ruo guo he shi bai guo jia de wu zhuang chong tu chan sheng le ya li he dong ji 。,leng zhan zhong de guo ji she hui yi shi xing tai liang ji fen hua de xiao shi ， fei dan mei you dao zhi di dui xing dong de jian shao ， fan er liu xia le yi ge bu wen ding de yi chan ， ji wu li he da gui mo bao fu zheng ce ji xu gou cheng fei chang xian shi de wei xie 。 wu fa kong zhi de chong tu sheng ji feng xian reng ran cun zai ， dan xing shi you suo bu tong ； da gui mo shang wang de kong bu zhu yi 、 shi bai guo jia de man yan yi ji xun qiu huo de da gui mo sha shang xing wu qi de fei guo jia xing wei ti shi ge guo de zhu yao guan qie ， xu yao yi jun shi gan yu de xing shi zuo chu hui ying 。,di dui de di yuan zheng zhi huan jing cu shi ge guo cai qu jun shi zhan lve yi que bao zi shen li yi 。 shi yong bao li er bu shi wai jiao shou duan huo jiang li cuo shi yi cheng wei ying dui wei xie de zhu yao shou duan ， wu lun zhe xie wei xie shi you qi ta guo jia 、 zi yuan duan que 、 da liu xing bing hai shi qi ta fei chuan tong wei xie zao cheng de 。,B,security_studies,politics
yi xia na yi xiang zhun que miao shu le ge ren quan li ？,guo hui xiang ge zhou ti gong zi jin ， ge zhou jue ding ru he zui hao di shi yong zhe xie zi jin 。,zhi you zai lian bang zheng fu you yu suan ying yu shi ， guo hui cai ke yi wei zhe xie xiang mu ti gong zi jin 。,guo hui bi xu xiang ren he fu he zi ge de ren shi zhi fu fu li 。,zhi yao man zu mou xie biao zhun ， guo hui jiu hui xiang ge zhou ti gong zi jin 。,C,high_school_government_and_politics,politics
yi xia na xiang zai xian fa zhong mei you ti dao ？,xuan ju ren tuan,zheng dang,quan li fen li,guo hui yi yuan ren qi chang du,B,high_school_government_and_politics,politics
ni xiang yi wei tong hang xun qiu jian yi ， ta she ji bing shi shi le yi xiang chuan bo ji hua ， jin guan zao dao le she qu zu zhi de qiang lie fan dui ， dan gai ji hua hai shi shi yi jia qi che hui shou zhong xin cheng gong huo de le xu ke 。 ni bi xu she ji yi xiang ji hua ， wei ni gong si ti chu de lei si xiang mu ying de shen pi 。 ni de tong hang gei le ni yi ge jian duan de jian yi ， jian ming e yao di miao shu le ta cheng gong ji hua de ji chu 。 dui yu yi ge cheng gong de chuan bo ji hua ， ni de tong hang zui you ke neng gei ni de jian yi shi shen me ？,jie jue ta men de wen ti,yong shan yi sha si ta men,chao xiao ta men,yong shi shi ya dao ta men,A,public_relations,politics
zai gong gong guan xi de na ge ling yu zhong ， ce lve yu zheng ti zu zhi de tui guang you guan ？,qi ye,nei bu gou tong,cai wu guan xi,qi ye dui qi ye,A,public_relations,politics
quan qiu he qu yu guo ji mao yi xie ding tong guo yi xia na zhong ji zhi fa hui zuo yong ？,duo ge wen ti shang de hu hui,can yu zhe de sheng yu wen ti,wei shi ying zu zhi er zhi fu de fu jia fei yong （ ru ou meng de gong tong nong ye zheng ce ）,yi shang dou shi,D,us_foreign_policy,politics
gong si gong gong guan xi zhuang kuang fen xi de “ nei bu yin su ” bu fen tong chang bao kuo,chuan bo shen ji,zhan lve jian yi,she qu jiao dian xiao zu,mei ti lian xi ren lie biao,A,public_relations,politics
fa xing shen ji ju bu ti gong yi xia na xiang you guan chu ban wu de xin xi ？,fa xing liang,fen xiao liang,liu liang,du zhe shu liang,D,public_relations,politics
mei guo gong min zi you lian meng （ACLU）、 quan guo nv lv shi xie hui （NAWL） he mei guo lao gong lian he hui ji chan ye gong hui lian he hui （AFL-CIO） fan dui sai mou er · a li tuo  2006  nian ti ming zui gao fa yuan de xing wei shi yi xia na yi xiang de li zi,zheng dang chong zu,lian meng gou jian,tan he,ba mian xuan ju,B,high_school_government_and_politics,politics
zai jiang bao hu ze ren li lun hua de guo cheng zhong ， ti chu le you guan guo jia zhu quan xing zhi di ji ben wen ti 。 guan yu  R2P  he zhu quan gai nian zhi jian de jin zhang guan xi ， yi xia na yi zhong shuo fa shi bu zhun que de ？,wei le shi  R2P  suo yao qiu de guo jia jian gan yu he fa hua ， ren men yuan yin le wei si te fa li ya de zhu quan gai nian ， te bie shi xu yao gan yu yi que bao guo ji an quan de guan dian 。,wei le chao yue gan yu yu zhu quan zheng lun ，R2P  xun qiu zhu quan de xin ding yi 。,wei le cu jin you xiao ren dao zhu yi gan yu de bu shu ，R2P  fang fa chong xin ding yi le chuan tong de wei si te fa li ya zhu quan gai nian 。,tong guo  R2P  fang fa gai nian hua de xiang fa shi ， zhu quan yu bao hu gong min li yi de ze ren he yi wu you zhe nei zai de lian xi 。,A,security_studies,politics
chu ban he xiao shou ta ren de chuang yi zuo pin yi ji bao hu zi ji de chuang yi zuo pin de chan quan shou ______ jian guan,fei bang he chu ban tiao li,zhun ru he fang song guan zhi,zheng quan jiao yi wei yuan hui,ban quan he shang biao fa,D,public_relations,politics
na ge fang fa huo guan dian zhu dao le leng zhan hou de an quan yan jiu ？,yi zhong dui she hui guo cheng de yan jiu ， zai zhe zhong guo cheng zhong ， yi qun ren jiang mou wu shi wei yi zhong wei xie 。,yi ge he ping yi cheng ； wei chi he ping 、 di zao he ping he yu fang chong tu shi bi mian jun shi dui kang de you xian shi xiang 。,jiang guo qu de zuo fa chong xin ding wei wei bu an quan de ke neng yuan yin 。,yi zhong guo jia an quan zhan lve ， ta zhuan zhu yu chuang zao he wei chi ti xi nei de quan li fen pei ， you li yu wei hu an quan he wen ding 。,C,security_studies,politics
2005  nian ， shi shen me yin qi le she ji guo jia an quan ju de gong zhong sao dong ？,mei guo guo jia an quan ju zai wei huo de shou quan de qing kuang xia jian ting mei guo gong min de tong xun ， zhe yi shi jian bei bao guang,yi fen zao dao xie lou de bei wang lu jiang  2001  nian  9  yue  11  ri de shi jian yu min zhu dang quan guo wei yuan hui lian xi qi lai,mei guo guo jia an quan ju zai gu ba guan ta na mo nve dai qiu fan de shi jian bei bao guang,yi fen cuo ci yan li de bao gao qian ze xiao bu shen zheng fu “ bu shen zheng fu wei fa dong yi la ke zhan zheng ti chu de li you hao bu chong fen ke kao ”,A,us_foreign_policy,politics
yi xia na yi xiang shi lian bang zheng fu “ zi dong zhi chu ” de zui da lai yuan ？,xiang mei guo you zheng ju yuan gong zhi fu xin zi,xiang mei guo zhai quan chi you ren zhi fu li xi,zi ge quan yi fang an,guo fang,C,high_school_government_and_politics,politics
yi xia na zhong ren zui you ke neng bei zhi kong jin xing quan li mai mai ？,yi ming guo hui yi yuan tui xiu hou dao da xue jiao shou zheng zhi xue,yi ming qian zong tong jiu mou yi te ding wai jiao zheng ce wen ti xiang xian ren zong tong ti gong jian yi,yi ming xuan min zai jue ding zhi chi shui zhi qian diao cha le suo you hou xuan ren de li chang,yi ming guan yuan cong guo wu yuan li zhi qu dan ren wai guo zheng fu de you chang gu wen,D,high_school_government_and_politics,politics
shen me shi pi pan an quan yan jiu ？,yi zhong an quan fang fa ， ta jiang pi pan xing zhi shi ying yong yu an quan yan jiu de ji ding zheng tong guan dian 。,yi zhong neng shi bie ming que ding yi de neng dong zhe 、 wei xie he guo cheng de te ding an quan li lun 。,ge ben ha gen an quan xue pai de yi ge bie ming 。,yi zhong yan jiu an quan ， qi zhong jian chi guo jia an quan 、 jun shi an quan 、 chuan tong an quan de pi pan xing zhong yao xing 。,A,security_studies,politics
zai zong tong xuan ju qi jian zui you ke neng shi yong yuan sheng zhai yao ， yi bian yu,bi mian “ sai ma ” zheng zhi,zai you xian de shi jian nei xiang ting zhong chuan di hou xuan ren de guan dian,jian shao fu mian guang gao,que bao hou xuan ren yi zui jia xing xiang cheng xian,B,high_school_government_and_politics,politics
an quan hua guo cheng shi ru he wan cheng de ？,an quan hua de guo cheng shi zhi yi ge bu shu yu zheng zhi ling yu de wen ti bian de zheng zhi hua ， bing zai zheng zhi ti xi nei jin xing chu li 。 an quan hua wen ti shi xu yao zheng fu cai qu xing dong de gong gong zheng ce de yi bu fen ； jue ce 、 zi yuan fen pei ， shen zhi gong gong zhi li 。,dang yi ge wen ti bu shu yu zheng zhi ling yu shi ， an quan hua xing wei ti ke neng hui zhu zhang jiang qi an quan hua 。 sheng cun wei xie ke yi yin qi guo jia de zhu yi ， ji shi ta wei bao han zai gong zhong bian lun zhong 。 an quan hua shi zhi zai zheng zhi guo cheng zhong wei xie chu xian zhi qian jiu ren shi dao wei xie 。,an quan hua shi zhi wen ti cong yi ge zheng zhi hua zhuang tai zhuan yi dao yi ge chao yue jue ce huo dong de zheng chang zheng zhi ling yu de gao du zheng zhi zhuang tai 。 yi dan bei zhi yu zheng zhi ling yu zhi shang ， ta jiu bu neng zai hui dao gong gong ling yu ， yin wei ta yi jing bei zhuan hua wei gao yu zheng chang cheng xu de guo jia li yi 。,yi ge wen ti ke yi bei an quan hua ， ye jiu shi dang ta cong zheng zhi hua de ling yu zhuan yi dao an quan hua de ling yu shi ， ta bei miao shu wei yi ge an quan wen ti 。 zai an quan hua guo cheng zhong ， an quan hua xing wei ti shi yong hua yu lai shuo fu shou zhong ， shi ta men xiang xin shou tou de wen ti shi yi ge jin po he you xian de wen ti ， bing qie ta dui mou ge zhi she dui xiang gou cheng le sheng cun wei xie 。,D,security_studies,politics
yi xia na yi xiang tong chang bei li jie shi xian fa di shi xiu zheng an de mu di ？,ta yun xu pu tong fa an jian ke yi you pei shen tuan shen li 。,ta fu yu suo you mei guo nv xing tou piao quan 。,ta jiang fa ding tou piao nian ling cong  21  sui jiang di dao  18  sui 。,ta jiang quan li bao liu gei ge zhou 。,D,high_school_government_and_politics,politics
yi xia na yi xiang zui neng miao shu ou zhou zhong xin zhu yi ？,ou zhou zhong xin zhu yi shi yi zhong fen xi feng ge ， qi zhong jiang ou zhou she hui yu fei ou zhou she hui jin xing bi jiao ， yi dui mei ge she hui de xiang dui you dian jin xing gong zheng de bi jiao 。,ou zhou zhong xin zhu yi shi yi zhong si wei fang shi ， qi zhong dui fei ou zhou she hui de ping gu he ping jia shi yi ou zhou ren de wen hua jia she he pian jian wei ji chu de 。,ou zhou zhong xin zhu yi miao shu de shi zhi kao lv ou zhou zheng zhi huo jing ji ti xi de yan jiu huo xue shu zhu zuo 。,suo you zhe xie xuan xiang dou shi 。,B,security_studies,politics
zen yang cai neng gei kong bu zhu yi xia yi ge ding yi ？,kong bu xi ji shi zhi li yong wei xie huo shi yong you zu zhi de bao li lai da dao zheng zhi mu di 。 zhe ke neng bao kuo bang jia he you zu zhi de bao li yi huo qu jing ji li yi ， bing qie ci lei gong ji ke yi you tuan ti huo ge ren jin xing 。,yao xiang cheng gong di kai zhan yun dong ， shi xian zheng zai xun qiu de zheng zhi mu biao ， zu zhi shi bi bu ke shao de 。 kong bu zhu yi xing wei de mu biao shou zhong bu jin jin shi zhi jie shou hai zhe ， er qie ta bei ren wei shi ruo zhe de wu qi 。,kong bu zhu yi bao li shi yi zhong xin li zhan ， ta tong guo gong ji mu biao qun ti de cheng yuan ， zai mu biao qun ti zhong chan sheng kong ju 。 xuan ding de mu biao shi cong guo jia nei bu de bu tong qun ti zhong sui ji xuan ze de ， bao kuo zheng zhi dai biao 、 an quan bu dui 、 ping min huo zhi fa bu men 。 sui yi de bao li xing wei hui zao cheng bu an quan gan he she hui bu wen ding 。,kong bu zhu yi shi yi ge guang fan de gai nian ， ta bei li jie wei zhi wei le da dao zheng zhi mu biao er wei xie huo shi yong you zu zhi de bao li 。 yin ci ， gai ding yi ke neng bao kuo zuo wei mu biao huo xing xiong zhe de zheng fu ， yi ji zhan zheng （ re zhan he leng zhan ） de qing kuang ， qi zhong kong bu he fan kong cuo shi shi ren he yi fang de ce lve 。,B,security_studies,politics
yi xia na xiang bu neng xian zhi lian bang fa yuan de ying xiang li ？,zhen dui fa yuan jue ding de wei xian xiu zheng an,tan he lian bang fa guan,zhou zhang wei neng zhi xing fa yuan pan jue,quan guo xuan ju ba mian bu shou huan ying de fa guan,D,high_school_government_and_politics,politics
er ci yan jiu ke neng she ji na xie huo dong ？,jin xing nei rong fen xi,jin xing diao cha,guan cha ren wu,jian cha gong gong ji lu,D,public_relations,politics
sheng wu zhi ji bei wu qi hua dao shen me cheng du ？,jun shi zhuan ye ren yuan ren wei ， da duo shu sheng wu zhi ji de xiao guo zu gou wen ding ， ke yi zuo wei yi zhong wu qi 。 you yu yong yu zhi zao yi miao de fa jiao guan ke yong yu jun shi sheng chan ， suo xu zi yuan jiang hen shao ， er qie zhi xu xiang dui shao liang de zhi ji jiu ke chan sheng gao du zhi ming de xiao guo ， shi qi cheng wei yi zhong gao xiao he you xiao de wu qi 。,zai zhan zheng zhong chuan bo sheng wu wu qi de shou duan de jian she ce zhong yu shi yong mei jie ， li ru shi zi 、 tiao zao huo wen zi ， zuo wei yi zhong chuan bo fang shi cheng wei jun shi wu qi 。 zhe shi you li de ， yin wei mu biao guo jiang nan yi kong zhi yi qing de yuan tou ， shi mu biao guo de ji chu she shi cheng shou ya li 。,sheng wu zhi ji bao kuo xi jun 、 bing du he du su zhi ji 。 ran er ， bing fei mei yi zhong ji bing dou neng ti gong you xiao sheng wu wu qi de ji chu 。 yi zhong bing yuan ti de chu cun 、 chuan di 、 chuan bo fang shi ji qi fei chang qiang de fu yuan li ke yi jue ding ta dui mu biao ren qun de ying xiang 。,zhen dui zi ran fa sheng de ji bing de jie zhong ji hua yi jing gen chu le bing du yin qi quan qiu da liu xing de ke neng xing 。 yi miao jie zhong neng li xue ruo le yi xie jun shi zhan lve jia ti chu de jiang bing du zhi ji wu qi hua de hu yu ， yin wei da duo shu gong gong wei sheng dang ju dou zhi ding le ying dui ke neng bao fa de yi qing de ji hua 。,C,security_studies,politics
zai 《 lian bang dang ren wen ji 》 di  10  pian zhong ， zhan mu si · mai di xun ren wei ， lian bang zheng fu ti xi jiang di le zheng zhi pai xi de wei xian ， yin wei,dui pai xi de xing cheng chuang zao le bu ke yu yue de zhang ai,shi de yi ge pai bie nan yi huo qu zhi li suo bi xu de quan li,yao qiu zheng fu nei suo you pai xi huo de ping deng dai biao quan,pai xi zheng zhi huo dong jin xian yu zhou yi ji,B,high_school_government_and_politics,politics
shen me shi mei guo li wai lun ？,ren wei mei guo bu tong yu qi ta da guo ， yin wei ta bu jin guan xin shi li ， er qie guan xin yuan ze 。,ren wei mei guo yu zhong bu tong ， yin wei ta shi shi jie shang zui qiang da de guo jia 。,ren wei mei guo shi he ping zhu yi zhe 。,ren wei mei guo yu zhong bu tong ， yin wei ta bi qi ta guo jia geng shou jing ji yin su de qu dong 。,A,us_foreign_policy,politics
yi xia na zhong zui hao di chan shu le yuan yi jie shi yuan ze ？,dang yi xiang fa lv bu ming que shi ， zui gao fa yuan ke yi kao lv fa lv de yi tu huo fa lv wen ben ， dan bu neng tong shi kao lv liang zhe 。,ban quan fa zhi zai bao hu chuang zuo zhe de yuan chuang zuo pin quan li 。,shang su fa guan ying gai zun zhong chu shen fa guan de yuan shi pan jue 。,xian fa ying gai gen ju qi cao zhe de yi tu lai jie shi 。,D,high_school_government_and_politics,politics
zhong yi yuan de na ge wei yuan hui jue ding fa an de bian lun he xiu zheng cheng xu ？,chou kuan wei yuan hui,si fa wei yuan hui,lun li wei yuan hui,gui ze wei yuan hui,D,high_school_government_and_politics,politics
yi xia na xie shi xie lin suo shuo de qiang po cheng gong de bi yao tiao jian ？,xie po zhe bu de guo fen wei xie dui fang ； wei xie bi xu ke xin ； dui shou bi xu cheng ren xie po zhe yao qiu de he fa xing ； xie po zhe bi xu xiang dui shou bao zheng ， fu cong jiang bu hui dao zhi wei lai de yao qiu ； chong tu bu ying bei shi wei ling he bo yi 。,suo chuan da de wei xie bi xu zu yi shi bu fu cong wu fa ren shou ； wei xie bi xu ke xin ； bi xu gei dui shou zu gou de shi jian lai man zu yao qiu ； xie po zhe bi xu xiang dui shou bao zheng ， fu cong jiang bu hui dao zhi wei lai de yao qiu ； chong tu bu ying bei shi wei ling he bo yi 。,suo chuan da de wei xie bi xu zu yi shi bu fu cong wu fa ren shou ； wei xie bi xu ke xin ； bi xu gei dui shou zu gou de shi jian lai man zu yao qiu ； xie po zhe bu de yong kong ju lai xie po dui shou 。,suo chuan da de wei xie bi xu zu yi shi bu fu cong wu fa ren shou ； wei xie bu de bao kuo jun shi gan yu ； bi xu gei dui shou zu gou de shi jian lai man zu yao qiu ； xie po zhe bi xu xiang dui shou bao zheng ， fu cong jiang bu hui dao zhi wei lai de yao qiu ； chong tu bu ying bei shi wei ling he bo yi 。,B,security_studies,politics
lian he guo an quan li shi hui de zu zhi jie gou shi zen yang de ？,5  ge yong you fou jue quan de chang ren li shi guo ，10  ge wu fou jue quan de fei chang ren li shi guo,5  ge chang ren li shi guo he  10  ge fei chang ren li shi guo ， jun yong you fou jue quan,10  ge yong you fou jue quan de chang ren li shi guo ，5  ge wu fou jue quan de fei chang ren li shi guo,15  ge yong you fou jue quan de chang ren li shi guo,A,us_foreign_policy,politics
yi xia na xie shi ti bu neng qi su fei bang ？,zheng zhi jia,zong jiao chang suo,zheng fu ji gou,shang shi gong si,C,public_relations,politics
bu tong yu feng bi shi chu xuan ， zai kai fang shi chu xuan zhong,xuan min tong guo dang tuan hui yi er bu shi ge ren xuan piao lai xuan chu huo sheng zhe,xuan ju jie guo bu ju you yue shu li,ren he deng ji xuan min bu lun dang pai gui shu dou ke yi can yu,xuan min ke yi zai xuan ju dang tian deng ji tou piao,C,high_school_government_and_politics,politics
wei si te fa li ya zhu quan yu ren dao zhu yi gan yu zhi jian de guan xi shi shen me ？,zai chang dao quan qiu zheng zhi zhi du de guo cheng zhong ，《 wei si te fa li ya tiao yue 》 jiang guo jia zhu quan ding yi wei dui gai guo zheng zhi huo tong zhi jing ying xing wei de zhu guan pan duan ， jiang ren lei fu li zhi yu wu duan de zhu quan jia zhi guan zhi shang ， cong er shi bi yao shi de ren dao zhu yi gan yu he fa hua 。,wei si te fa li ya zhu quan li lun gui ding ， bu gan she yuan ze dui shi xian an quan zhi guan zhong yao ； zhe yi jing yan shen dao dang dai de quan qiu an quan huan jing zhong ， qi zhong lian he guo deng guo ji ji gou qian ze ren dao zhu yi gan yu ， ren wei ta bu li yu yi guo jia wei zhong xin de an quan 。,guo jia zhu quan he zhi chi wei si te fa li ya fang fa de bu gan she yuan ze ke yi bei hu shi ， qian ti shi guo ji xing wei ti zhi jian da cheng gong shi ， ji guo jia nei bu de ren de sheng ming chu yu wei xian zhi zhong ， er zhe zhong wei xian lai zi guo jia ben shen de xing dong 。,wei si te fa li ya zhu quan zhun ze zhi pei zhe guo ji she hui ， zhe xie zhun ze chang dao bu gan she he zun zhong guo jia zhu quan ， yi ci zuo wei shi xian an quan de shou duan 。 zhe xie zhun ze bei zai ru 《 lian he guo xian zhang 》， gai xian zhang jin zhi guo jia jian shi yong wu li ， chu fei chu yu zi wei huo de dao lian he guo shou quan 。,D,security_studies,politics
na wei zuo zhe qiang diao zhan lve shi wei le shi xian zu zhi de jing zheng you shi ？,si tai en  (Steyn)（2003  nian ）,ge lei ge li  (Gregory)（2006  nian ）,ka te li pu  (Cutlip)  deng ren （2006  nian ）,heng li  (Henry)（2006  nian ）,D,public_relations,politics
yi xia na yi xiang zui zhun que di miao shu le 《1964  nian min quan fa an 》 dui nan fang xue xiao fei chu zhong zu ge li de ying xiang ？,you yu que fa qiang zhi zhi xing tiao kuan ，《1964  nian min quan fa an 》 dui xue xiao fei chu zhong zu ge li mei you chan sheng xian zhu ying xiang 。,《1964  nian min quan fa an 》 tui fan “ ge li dan ping deng ” yuan ze ， jie shu le gong li xue xiao de zhong zu ge li 。,《1964  nian min quan fa an 》 tong guo qie duan dui qi shi xing xue xiao xi tong de lian bang zi jin ， jia su le xue xiao fei chu zhong zu ge li 。,《1964  nian min quan fa an 》 pai qian lian bang jun dui dao mei suo nan fang zhong zu ge li de gong li xue xiao ， qiang zhi fei chu zhong zu ge li 。,C,high_school_government_and_politics,politics
yi xia na xiang zui neng miao shu zui gao fa yuan de he bing yuan ze ？,jin guan xian fa fu yu lian bang zheng fu jian guan guo ji mao yi de quan li ， zhou ke yi di zhi cong shi yong tong gong de guo jia jin kou shang pin 。,sui ran guo hui zhi ding fa lv ， xing zheng bu men ban bu bing zhi xing zhe xie fa lv ， dan zhi you zui gao fa yuan ke yi jue ding na xie fa lv he xing zheng xing wei wei xian 。,di wu xiu zheng an bao zheng ge ren bu de zai wei jing zheng dang fa lv cheng xu de qing kuang xia bei bo duo sheng ming 、 zi you huo cai chan ， zhe xiang bao hu wei na xie bu yuan yi dan ren pei shen yuan de ren ti gong le fa lv yi ju 。,quan li fa an chan ming liao mou xie quan li zhi zai bao hu ge ren mian shou lian bang zheng fu de qin fan ， di shi si xiu zheng an jiang zhe xie quan li zhong de da bu fen yan shen dao bao hu ge ren mian shou zhou zheng fu de qin fan 。,D,high_school_government_and_politics,politics
zai xia mian zhe xie zhan zheng zhong ， na yi ci shi yi fang ya dao xing de ji shu you shi dao zhi qi di ren xun su bei ji bai ？,yue nan zhan zheng 。,di er ci shi jie da zhan 。,di yi ci shi jie da zhan 。,1991  nian hai wan zhan zheng 。,D,security_studies,politics
xia lie na yi xiang bu gou cheng she hui jian gou zhu yi de ji ben ben ti lun yuan ze ？,gui fan huo guan nian jie gou hen zhong yao ， yu wu zhi jie gou tong deng zhong yao ， shen zhi geng zhong yao 。,shen fen hen zhong yao 。,wu zheng fu zhuang tai shi guo ji ti xi de yi ge bu ke bi mian de te zheng 。,neng dong ti he jie gou shi xiang hu gou cheng de 。,C,security_studies,politics
liang ge guan zhu suo you mei guo gong min yin si quan de xiang guan an jian shi,《 ni er su ming ni su da zhou 》 he 《 niu yue shi bao su sha li wen 》,《 de ke sa si zhou su yue han xun 》 he 《 mo er si su fu lei de li ke 》,《 suo en xi er su a la ba ma zhou 》 he 《 kao ke si su xin han bu shen er zhou 》,《 ge li si wo er de su kang nai di ke zhou 》 he 《 luo su wei de 》,D,high_school_government_and_politics,politics
huan he jin zhang ju shi yu xiang hu an quan de jian ding bao zheng xiang jie he ， dai biao le mei guo dui gong chan zhu yi shi jie wai jiao zheng ce de zhuan bian ， zhe yi zhuan bian shi you shui kai chuang de ？,li cha de · ni ke song,you jin · mai ka xi,lin deng · yue han xun,luo bo te · ken ni di,A,us_foreign_policy,politics
yi xia na zhong yin su zai su zao yi ge hai zi de zheng zhi guan dian zhong qi dao zui zhong yao de zuo yong ？,hai zi cheng zhang de di li qu yu,hai zi de jia ting,hai zi jie chu de mei ti,hai zi de zong jiao,B,high_school_government_and_politics,politics
wei shen me dang dai ou zhou zi you min zhu dang qing xiang yu fan dui li wai lun dui mei guo wai jiao zheng ce de ying xiang ？,ta men ren wei zhe shi dui ou zhou quan qiu ying xiang li de tiao zhan,ta men ren wei zhe shi mei di guo zhu yi zai yi shi xing tai shang de wei zhuang,ta men ren wei zhe shi yi ge zan shi de xian xiang,yi shang dou bu shi,B,us_foreign_policy,politics
________  huo dong shi yi zhong you chang de fei ge ren jiao liu xing shi ， zhi zai xiang gong zhong tui xiao te ding de chan pin 、 fu wu 、 pin pai 、 xing xiang he sheng huo fang shi 。,gong zhong shuo fu,gong gong guan xi,guang gao,xiao fei zhu yi,C,public_relations,politics
gen ju “ gong zuo li lun ”， zai ge ren huo qu xin xi he gai bian xing wei zhi jian de bu zhou shi shen me ？,gong tong ding xiang,guan dian gai bian,fan ying xing cheng,yu yi bian ma,B,public_relations,politics
xia lie guan yu shen fen yan jiu de shuo fa ， na xie bu shi yong yu she hui jian gou zhu yi ？,shen fen ding yi le xing wei ti ， bing gao su wo men ta men shi shui 、 ta men de pian hao he xing qu shi shen me ， yi ji zhe xie pian hao ru he ying xiang ta men de xing wei 。,shen fen dui she hui jian gou zhu yi guan dian lai shuo zhi guan zhong yao ， yin wei ta shi ding yi xing wei de zui ji ben yuan ze ； ta shi yi zhong zi ran fu yu de pin zhi ， you mou xie bu ke gai bian de xing wei te zheng zu cheng 。,zheng zhi dai li ren de shen fen 、 li yi he xing wei shi you gong tong de guan nian 、 ji ti yi yi yi ji dui shi jie de jie shi he jia she gou cheng de 。,xing wei ti tong guo hu dong xing cheng zi ji de shen fen ， zhe fan guo lai you ding yi le zhe xie xing wei ti zhi jian xing cheng de guan xi lei xing 。,B,security_studies,politics
xia lie na xiang zai hang ye ren shi xuan ba zhong ju you zui gao de yu ce xiao du ？,tou she ji shu,ke guan ren ge liang biao,ren shi jing li mian shi,zhuan ji shi liang biao,D,professional_psychology,psychology
na liang ge xiang hu jing zheng de li lun jie shi le cui mian de xiao guo ？,xian xing nei rong he yin xing nei rong,jue se li lun he fen li li lun,zhou ye jie lv he mao dun shui mian,yi shi ceng mian he wu yi shi ceng mian,B,high_school_psychology,psychology
xia lie na yi zhong xin li zhang ai de te zheng shi qing xu yi chang sheng gao huo peng zhang ？,yi yu zheng,jing shen fen lie zheng,xin kuai zheng,zao kuang,D,high_school_psychology,psychology
xia lie na xiang shi huan you shun xing xing shi yi zheng de ren de li zi ？,yi ge  6  sui de hai zi bu ji de yu ta  2  sui sheng ri pai dui you guan de shi qing,yi ming  26  sui de nv xing bu ji de  6  ge yue qian fa sheng de chuang shang xing shi jian de xi jie,yi ming  36  sui de nan xing ， ta de hai ma ti shou sun ， wu fa jiang xin xi zhuan hua wei chang qi ji yi,yi ge  15  sui de nan hai mei you dai tou kui jiu cong zi xing che shang shuai le xia lai ， bu ji de shi gu fa sheng qian fa sheng le shen me,C,high_school_psychology,psychology
nin shou pin xie zhu kai zhan yi xiang guan yu tuan ti xin li zhi liao guo cheng bian liang de yan jiu xiang mu 。 zuo wei zhu yao yan jiu zhe de xin li shi gao su nin ， gai yan jiu xu yao tong guo quan zu rang bei shi bu yao zai yan jiu jie shu qian li kai tuan ti ， yin wei ru guo bei shi tuo luo ren shu guo duo ， gai yan jiu de qian zai you yong xing jiang shou dao yan zhong sun hai 。 zuo wei yi ming ke shou zhi ye dao de de xin li shi ， nin ying gai ：,ju jue xie zhu kai zhan gai yan jiu xiang mu 。,li ji xiang xin li xue zhi zhao guan li wei yuan hui huo dao de wei yuan hui tou su gai xin li shi 。,gei xin li shi xie xin ， zai xin zhong shuo ming xiang guan de zhi ye dao de biao zhun bing ti chu xiang yao yu ta tao lun ci shi 。,zun xun gai xin li shi de zhi shi ， yin wei shi tong guo “ quan zu ” de fang shi rang bei shi bu yao li kai tuan ti ， shi ji shang bing mei you qiang po ta men can yu 。,C,professional_psychology,psychology
zai _____ guo cheng zhong ， zhong xing ci ji fa chu fei tiao jian ci ji de xin hao ， kai shi chan sheng dui fei tiao jian ci ji de yu qi he zhun bei de fan ying,xi de shi yan,fan hua,xiao ruo lian xi,zi fa de hui fu,A,high_school_psychology,psychology
